ID_P ID_UNP
1E5X Q9S7B5
1E5X Q9S7B5
1E5X Q9S7B5
1E5X Q9S7B5
1E5X Q9S7B5
1E6C P10880
1E6U P32055
1E8C P22188
1E8C P22188
1E8C P22188
1E8C P22188
1E8C P22188
1E8C P22188
1E8G P56216
1E8G P56216
1E8G P56216
1E8G P56216
1E8G P56216
1E8G P56216
1E8G P56216
1E8G P56216
1E8Y P48736
1E8Y P48736
1E8Y P48736
1E9G P00817
1E9G P00817
1E9G P00817
1E9R Q04230
1E9R Q04230
1E9R Q04230
1E9R Q04230
1EA5 P04058
1EA5 P04058
1EA5 P04058
1EA5 P04058
1EA5 P04058
1EA5 P04058
1EAI P07851
1EAJ P78310
1EAJ P78310
1EAJ P78310
1EAQ Q03347
1EAQ Q03347
1EAQ Q03347
1EAR P50049
1EAZ Q9HB21
1EB6 P46076
1EB6 P46076
1EBF P31116
1EBF P31116
1EBF P31116
1EBF P31116
1EBF P31116
1EBF P31116
1ECF P0AG16
1ECF P0AG16
1ECF P0AG16
1ECF P0AG16
1ECF P0AG16
1ECF P0AG16
1ECF P0AG16
1ECS P13081
1EDG P17901
1EDG P17901
1EDG P17901
1EDT P04067
1EDT P04067
1EDZ Q02046
1EDZ Q02046
1EDZ Q02046
1EDZ Q02046
1EDZ Q02046
1EEJ P0AEG6
1EEJ P0AEG6
1EEJ P0AEG6
1EEJ P0AEG6
1EER P01588
1EER P19235
1EER P19235
1EER P19235
1EER P19235
1EEX Q59470
1EEX Q59470
1EEX Q59470
1EEX Q59470
1EEX Q59470
1EEX Q59470
1EEX Q59470
1EEX Q59472
1EF1 P26038
1EF8 P52045
1EF8 P52045
1EFD P07822
1EFD P07822
1EFD P07822
1EFV P13804
1EFV P13804
1EFV P13804
1EFV P38117
1EFY P26446
1EFY P26446
1EFY P26446
1EFY P26446
1EG2 P14751
1EG2 P14751
1EG2 P14751
1EG3 P11532
1EG5 Q9X218
1EG5 Q9X218
1EGI P22897
1EGW Q02078
1EHI Q03ZI1
1EHI Q03ZI1
1EHI Q03ZI1
1EHY O31243
1EHY O31243
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI5 Q9ZBA9
1EI7 P69687
1EI9 P45478
1EI9 P45478
1EI9 P45478
1EJ2 O26253
1EJ8 P40202
1EJ8 P40202
1EJ8 P40202
1EJ8 P40202
1EJ8 P40202
1EJ8 P40202
1EJD P33038
1EJE O26255
1EJF Q15185
1EJF Q15185
1EK6 Q14376
1EK9 P02930
1EK9 P02930
1EKJ P17067
1EKJ P17067
1EKJ P17067
1EL6 P10929
1EL6 P10929
1EL6 P10929
1ELJ P58300
1ELJ P58300
1ELJ P58300
1ELJ P58300
1ELJ P58300
1ELJ P58300
1ELK O60784
1ELK O60784
1ELU Q9ZHG9
1ELU Q9ZHG9
1ELU Q9ZHG9
1ELU Q9ZHG9
1ELV P09871
1ELV P09871
1ELV P09871
1ELV P09871
1ELV P09871
1ELV P09871
1ELV P09871
1EM2 Q14849
1EM2 Q14849
1EM9 P03322
1EM9 P03322
1ENF P0A0M0
1ENF P0A0M0
1ENF P0A0M0
1ENF P0A0M0
1EOK P36913
1EOK P36913
1EOV P04802
1EOV P04802
1EOV P04802
1EOV P04802
1EOV P04802
1EOV P04802
1EP0 O27818
1EP0 O27818
1EP0 O27818
1EP3 P54322
1EP3 P54322
1EP3 P54322
1EP3 P56968
1EPU O62547
1EPU O62547
1EQ2 P67910
1EQ2 P67910
1EQ2 P67910
1EQ2 P67910
1EQ9 Q7SIG2
1EQ9 Q7SIG2
1EQ9 Q7SIG2
1EQ9 Q7SIG2
1ERJ P16649
1ERJ P16649
1ERJ P16649
1ERJ P16649
1ES5 P39042
1ES9 Q29460
1ESC P22266
1ESC P22266
1ESC P22266
1ESC P22266
1ET9 P0C0I6
1ET9 P0C0I6
1ET9 P0C0I6
1ETE P49771
1EU1 Q57366
1EU1 Q57366
1EUH Q59931
1EUW P06968
1EV7 P50187
1EV7 P50187
1EV7 P50187
1EV7 P50187
1EX0 P00488
1EX0 P00488
1EX0 P00488
1EX0 P00488
1EXT P19438
1EXT P19438
1EYB Q93099
1EYB Q93099
1EYB Q93099
1EYB Q93099
1EZ0 Q56694
1EZ0 Q56694
1EZG O16119
1EZG O16119
1EZI P0A0Z8
1EZI P0A0Z8
1F08 P03116
1F0K P17443
1F0L P00588
1F0L P00588
1F0L P00588
1F0L P00588
1F0L P00588
1F0X P06149
1F0X P06149
1F0X P06149
1F0X P06149
1F0X P06149
1F0Y Q16836
1F1U Q44048
1F20 P29476
1F20 P29476
1F20 P29476
1F2L P78423
1F2N Q86527
1F2Q P12319
1F32 P19400
1F35 Q64288
1F35 Q64288
1F3U P13984
1F3U P35269
1F3U P35269
1F3U P35269
1F3V Q15628
1F46 P77173
1F46 P77173
1F4P P00323
1F5M P36088
1F5N P32455
1F5N P32455
1F5V P17117
1F5V P17117
1F60 P02994
1F60 P02994
1F60 P02994
1F60 P02994
1F60 P02994
1F60 P02994
1F60 P32471
1F7L P96618
1F82 P10844
1F82 P10844
1F82 P10844
1F82 P10844
1F82 P10844
1F82 P10844
1F86 P02766
1F8E P03472
1F8E P03472
1F8E P03472
1F8E P03472
1F8F Q59096
1F8F Q59096
1F97 O88792
1F9V P17119
1F9V P17119
1FAS P0C1Y9
1FC4 P0AB77
1FC4 P0AB77
1FC4 P0AB77
1FCQ Q08169
1FCY P13631
1FD9 Q5ZXE0
1FD9 Q5ZXE0
1FEP P05825
1FEP P05825
1FEP P05825
1FEP P05825
1FEP P05825
1FEP P05825
1FEU P56930
1FEU P56930
1FFY P41972
1FG7 P06986
1FGJ Q50925
1FGJ Q50925
1FGY O08967
1FGY O08967
1FI4 P32377
1FI4 P32377
1FIW Q9GL10
1FIW Q9GL10
1FIW Q9GL10
1FIW Q9GL10
1FJ2 O75608
1FJJ P12994
1FKM Q08484
1FL0 Q12904
1FL0 Q12904
1FL7 P01225
1FLG Q9Z4J7
1FLG Q9Z4J7
1FLG Q9Z4J7
1FLO P03870
1FLO P03870
1FM0 P30748
1FM0 P30749
1FMB P32542
1FMJ Q26490
1FMJ Q26490
1FMJ Q26490
1FN9 P03527
1FN9 P03527
1FN9 P03527
1FN9 P03527
1FNO P26311
1FNO P26311
1FNO P26311
1FNO P26311
1FO0 Q5R1F1
1FO0 P04214
1FO8 P27115
1FO8 P27115
1FO8 P27115
1FO8 P27115
1FOB P48842
1FOB P48842
1FOB P48842
1FOE Q60610
1FP1 P93324
1FP2 O24529
1FP2 O24529
1FP3 P17560
1FQI O46469
1FS0 P0A6E6
1FS0 P0ABA6
1FS5 P0A759
1FS5 P0A759
1FSG Q26997
1FSG Q26997
1FSU P15848
1FSU P15848
1FSU P15848
1FSU P15848
1FSU P15848
1FT5 Q57142
1FT5 Q57142
1FT5 Q57142
1FT5 Q57142
1FT9 P72322
1FTR Q49610
1FVI A7RCB1
1FVI A7RCB1
1FXO Q9HU22
1FYE P36936
1FYE P36936
1FYH P15260
1FYH P15260
1FYX O60603
1G0U P32379
1G0U P32379
1G12 P81054
1G12 P81054
1G1T P16581
1G1T P16581
1G2O P9WP01
1G2Q P49435
1G2R A0A0H2
1G31 P17313
1G31 P17313
1G3K P43772
1G3N Q98147
1G3P P69168
1G3P P69168
1G3Q Q8U3I1
1G3Q Q8U3I1
1G3Q Q8U3I1
1G4I P00593
1G4W P74873
1G55 O14717
1G55 O14717
1G55 O14717
1G5A Q9ZEU2
1G5A Q9ZEU2
1G5A Q9ZEU2
1G5B P03772
1G5B P03772
1G5C Q50565
1G5H Q9QZM2
1G5T P31570
1G60 P23192
1G60 P23192
1G61 Q60357
1G61 Q60357
1G61 Q60357
1G66 O59893
1G6G P22216
1G6H Q58663
1G7S O26359
1G7S O26359
1G7S O26359
1G8A O57811
1G8E P0A8S9
1G8K Q7SIF4
1G8K Q7SIF4
1G8K Q7SIF4
1G8L P12281
1G8L P12281
1G8L P12281
1G8L P12281
1G8L P12281
1G8M P31335
1G8M P31335
1G8P P26239
1G8Q P60033
1G9G P37698
1G9G P37698
1G9G P37698
1G9G P37698
1GA6 P42790
1GA8 Q93EK7
1GA8 Q93EK7
1GA8 Q93EK7
1GAI P69327
1GAI P69327
1GAI P69327
1GAI P69327
1GAI P69327
1GAI P69327
1GAK Q25063
1GBS P00717
1GCI P29600
1GCY P13507
1GCY P13507
1GDH P36234
1GEE P40288
1GEE P40288
1GGP Q7SIF1
1GGP Q7SIF1
1GGP Q7SIF1
1GGP Q7SIF1
1GHP P00807
1GHP P00807
1GHP P00807
1GIQ Q46220
1GIQ Q46220
1GIQ Q46220
1GIQ Q46220
1GJW O33838
1GJW O33838
1GJW O33838
1GJW O33838
1GK9 P06875
1GK9 P06875
1GK9 P06875
1GK9 P06875
1GKM P21310
1GKM P21310
1GKM P21310
1GKM P21310
1GKP Q7SIE9
1GKP Q7SIE9
1GKR P81006
1GKR P81006
1GKU O29238
1GKU O29238
1GL4 P10493
1GME Q41560
1GMI P09216
1GML P80318
1GML P80318
1GMU P18317
1GMX P0A6V5
1GNL Q01770
1GNL Q01770
1GNL Q01770
1GNY Q59675
1GNY Q59675
1GO3 Q57840
1GO3 Q57840
1GOI P11797
1GOI P11797
1GOI P11797
1GP0 P11717
1GP6 Q96323
1GP6 Q96323
1GP6 Q96323
1GPP P17255
1GPP P17255
1GQ8 P83218
1GQ8 P83218
1GQE P07012
1GQI B3PC73
1GQV P10153
1GR0 P9WKI1
1GTE Q28943
1GTT P37352
1GU2 Q9RQB9
1GUI Q9WXN1
1GUQ P09148
1GUQ P09148
1GVZ Q6H321
1GVZ Q6H321
1GVZ Q6H321
1GWE P29422
1GWU P00433
1GWU P00433
1GXC O96017
1GXM Q9F7L3
1GXM Q9F7L3
1GXR Q04724
1GXY P20974
1GXY P20974
1GY7 P33331
1GYO Q9R638
1GZ0 P63177
1GZ6 P97852
1H03 P08174
1H0H Q8GC87
1H0H Q8GC87
1H12 Q8RJN8
1H12 Q8RJN8
1H16 P09373
1H16 P09373
1H1N Q8TG26
1H1O P74917
1H21 P81040
1H21 P81040
1H2E Q9ALU0
1H2I P43351
1H30 Q14393
1H30 Q14393
1H32 Q939U1
1H32 Q939U1
1H54 Q7SIE1
1H54 Q7SIE1
1H5W P04332
1H6F O15119
1H6F O15119
1H6F O15119
1H6F O15119
1H6K Q09161
1H7S P54278
1H80 Q9F5I8
1H8P P02784
1H8P P02784
1HBN P11560
1HBN P11560
1HBN P11560
1HBN P11560
1HBN P11562
1HC7 Q5SM28
1HCN P0DN86
1HCN P0DN86
1HDH P51691
1HDH P51691
1HDH P51691
1HDO P30043
1HFE P07603
1HH1 Q7LXU0
1HI9 P26902
1HK8 P07071
1HK8 P07071
1HKQ Q52546
1HLQ P80882
1HM9 Q97R46
1HN0 P59807
1HN0 P59807
1HPI P38524
1HPI P38524
1HQ0 Q47106
1HQ0 Q47106
1HQS P39126
1HQS P39126
1HR6 P11914
1HR6 P11914
1HR6 P10507
1HR6 P10507
1HRU P45748
1HRU P45748
1HSS P01085
1HT6 P00693
1HTR P20142
1HTR P20142
1HTR P20142
1HTW P44492
1HUF O68720
1HW7 P0A6Y5
1HWT P0CS82
1HX0 P00690
1HX6 P22535
1HX6 P22535
1HX6 P22535
1HYO P35505
1HYO P35505
1HYO P35505
1HZ6 Q51912
1I0V P00651
1I1Q P00898
1I1Q P00898
1I2A P54050
1I2C O48917
1I2C O48917
1I2K P28305
1I2K P28305
1I31 P84092
1I31 P84092
1I3J P13299
1I4U P80029
1I4W P14908
1I4W P14908
1I52 Q46893
1I58 Q56310
1I5P P0A377
1I5P P0A377
1I5P P0A377
1I5P P0A377
1I6A P0ACQ4
1I6A P0ACQ4
1I7D P14294
1I7D P14294
1I88 P30074
1I8A Q60037
1I8A Q60037
1I8D P0AFU8
1I8L P33681
1I8L P33681
1I8O P00091
1I9Z O43001
1IA6 Q9EYQ2
1IA6 Q9EYQ2
1IA9 Q923J1
1IAR P24394
1IAR P24394
1IBJ P53780
1ID0 P23837
1IG0 P35202
1IHU P08690
1IHU P08690
1IJQ P01130
1IJY Q61091
1IM5 O58727
1INP P21327
1IO1 P06179
1IO1 P06179
1IO1 P06179
1IO7 Q55080
1IOM Q5SIM6
1IQ8 O58843
1IQZ P10245
1ITX P20533
1IUH Q5SHB1
1IXH P0AG82
1IXM P06535
1IYB Q7XZV5
1J0H P38940
1J1L O00625
1J1T P84143
1J1T P84143
1J1T P84143
1J2L P21859
1J34 Q7LZ71
1J58 O34714
1J5P Q9X1X6
1J7X Q7SZI7
1J83 P94622
1J83 P94622
1J8R Q47450
1J8R Q47450
1JB0 P0A405
1JB0 P0A405
1JB0 P0A415
1JB0 P0A420
1JB0 P0A401
1JB7 P29549
1JB7 P29549
1JB7 P29549
1JC4 Q8VQN0
1JE5 P03696
1JEY P12956
1JEY P13010
1JHD Q54506
1JHS P47123
1JI1 Q60053
1JID P09132
1JID P09132
1JIX P04547
1JJ7 Q03518
1JKM O68884
1JKM O68884
1JMA Q92956
1JMC P27694
1JMU P11077
1JMU P11077
1JMU P11077
1JMX Q8VW82
1JNR O28603
1JOF P38677
1JOF P38677
1JR1 P12269
1JR7 P76621
1JS8 O61363
1JS8 O61363
1JSS Q99JV5
1JSU P46527
1JU2 Q945K2
1JUH Q7SIC2
1JUV P04382
1JX4 Q97W02
1JY1 Q9NUW8
1JY1 Q9NUW8
1JY5 Q9M7C7
1JZ8 P00722
1K0E P05041
1K0E P05041
1K0E P05041
1K0W P08203
1K12 Q7SIC1
1K1X O32462
1K1X O32462
1K1X O32462
1K2E Q8ZTD8
1K2X P37595
1K32 P96086
1K38 P0A1V8
1K38 P0A1V8
1K3I P0CS93
1K3I P0CS93
1K3R O26109
1K3S A0A0F6
1K3X P50465
1K3X P50465
1K4I Q8TG90
1K4I Q8TG90
1K4I Q8TG90
1K5C P79074
1K5C P79074
1K5C P79074
1K5C P79074
1K5N P01889
1K5N P01889
1K6D P76458
1K6K P0ABH9
1K7C Q00017
1K7I P16317
1K7I P16317
1K7I P16317
1K7I P16317
1K7J P0AFR4
1K7J P0AFR4
1K7W P24058
1K82 P05523
1K8K P61157
1K8K Q3T035
1K8R P28829
1K8W P60340
1K92 P0A6E4
1K9V Q9X0C8
1KB0 Q46444
1KBI P00175
1KBI P00175
1KBV Q02219
1KCM P53810
1KDG Q01738
1KDG Q01738
1KDJ Q7SIB8
1KFW Q9REI6
1KFW Q9REI6
1KHD Q8VP84
1KHV P27410
1KK1 Q9V1G0
1KK1 Q9V1G0
1KLO P02468
1KLO P02468
1KMO P13036
1KNV Q8RT53
1KNZ P03536
1KOE P39061
1KOE P39061
1KPG P9WPB7
1KPT Q90121
1KPT Q90121
1KQ3 Q9WYQ4
1KQF P24183
1KS8 O77044
1KSI Q43077
1KZQ P13664
1L0W P36419
1L1L Q59490
1L1L Q59490
1L1Q Q967M2
1L5J P36683
1L5X Q8ZU79
1L8W O06878
1L9M Q08188
1L9X Q92820
1L9X Q92820
1LAM P00727
1LAM P00727
1LAM P00727
1LB6 Q9Y4K3
1LBA P00806
1LBU P00733
1LBV O30298
1LC0 P46844
1LC5 P97084
1LCY O43464
1LF6 O85672
1LFW P45494
1LGP Q96EP1
1LJ8 O08355
1LJ8 O08355
1LKF P0A077
1LKT P12528
1LKX Q03479
1LLF Q6S5M9
1LM5 P15924
1LM7 P15924
1LML P08148
1LML P08148
1LN1 Q9UKL6
1LNS P22346
1LNS P22346
1LPB P02703
1LPB P02703
1LR5 P13689
1LR5 P13689
1LR5 P13689
1LRV Q44534
1LRZ P0A0A5
1LRZ P0A0A5
1LU4 P9WG65
1LUA P55818
1LUZ P18378
1LYQ Q47454
1LYV P15273
1LZL O06441
1M0W Q08220
1M0W Q08220
1M0W Q08220
1M15 P51541
1M15 P51541
1M15 P51541
1M1H O67757
1M1H O67757
1M1L Q9UMX1
1M1L Q9UMX1
1M1Q Q8EDL6
1M1S Q23246
1M1Z P0DJQ7
1M22 Q8RJN5
1M2K O28597
1M2T P81446
1M40 P62593
1M40 P62593
1M4L P00730
1M4L P00730
1M4U Q13253
1M4U Q13253
1M4U Q13253
1M70 Q52369
1M7S P46206
1M7S P46206
1ME8 P50097
1MEG P10056
1MG4 O15075
1MG7 Q23229
1MIW Q7SIB1
1MKF O41925
1MKK P15692
1MKK P15692
1MPP P09177
1MPP P09177
1MPX Q6YBS3
1MPX Q6YBS3
1MQS P22213
1MSP P27439
1MSW P00573
1MTY P18798
1MUS Q46731
1MUS Q46731
1MXR P69924
1N4Q P53610
1N4W P12676
1N62 P19919
1N62 P19919
1N7V P27378
1N7V P27378
1N7V P27378
1N7Z P19062
1N7Z P19062
1N7Z P19062
1N9P P63250
1N9P P63250
1N9P P63250
1NF3 Q9JK83
1NG0 Q9E958
1NGM P29056
1NI5 P52097
1NLS P02866
1NLS P02866
1NLT P25491
1NM2 P72391
1NNF P35755
1NO7 P06491
1NO7 P06491
1NO7 P06491
1NO7 P06491
1NOW P07686
1NP6 P32125
1NQZ Q9RV46
1NRF P12287
1NRF P12287
1NRJ P36057
1NSC P27907
1NSZ Q9ZB17
1NUI P03692
1NV8 Q9WYV8
1NXC P45700
1NXC P45700
1NXM Q8GIQ0
1NY7 P03599
1NZJ P27305
1NZJ P27305
1O04 P05091
1O20 Q9WYC9
1O22 Q9WZX8
1O2D Q9X022
1O4Y G0L322
1O57 P37551
1O65 P32157
1O66 Q9JZW6
1O69 Q9S5Y7
1O6V P0DJM0
1O6Z Q07841
1O75 P29723
1O75 P29723
1O7D Q29451
1O97 P53570
1O97 P53571
1OAH Q8VNU2
1OAH Q8VNU2
1OAH Q8VNU2
1ODZ P49424
1OEW P11838
1OEW P11838
1OEY Q15080
1OFD P55038
1OGD P36946
1OGO P48845
1OHE O60729
1OKG Q7K9G0
1OR0 P07662
1OR4 O07621
1ORU O32079
1OW1 Q96T58
1OW1 Q96T58
1OX0 Q9FBC2
1OYG P05655
1OZJ P84022
1P16 P78587
1P1J P11986
1P2H P0C278
1P35 P08160
1P49 P08842
1P4U Q9NZ52
1P7T P37330
1P9H P31489
1PBG P11546
1PBG P11546
1PBJ O27659
1PBY Q8VUT0
1PBY Q8VUS8
1PC3 P9WGU1
1PCX P40482
1PCX P40482
1PFO P0C2E9
1PGL P23009
1PGL P23009
1PII P00909
1PIW Q04894
1PMI P34948
1PMI P34948
1PO5 P00178
1POC P00630
1POI Q59111
1POI Q59112
1PPJ P31800
1PUC P08463
1PVC P03302
1PVG P06786
1PX5 Q29599
1PXZ P81294
1PYA P00862
1PYF P46336
1Q15 Q9XB61
1Q2L P05458
1Q33 Q9BW91
1Q47 O08665
1Q74 P9WJN3
1QAZ Q9KWU1
1QAZ Q9KWU1
1QB7 Q27679
1QCS P18708
1QCX Q00205
1QFG P06971
1QG8 P39621
1QHQ P27197
1QHT Q56366
1QLM P94954
1QME P14677
1QOP P0A2K1
1QS0 P09060
1QTQ P00962
1QTQ P00962
1QWO O00092
1QZG O13988
1R4V O66665
1R55 Q9BZ11
1R5L P49638
1R6V Q93LQ6
1R7L Q81EU2
1RA6 P03300
1RA6 P03300
1RCQ Q9HTQ2
1REP P03856
1REP P03856
1REQ P11652
1REQ P11652
1RHS P00586
1RK6 Q9AGH8
1RK6 Q9AGH8
1RKD P0A9J6
1RM6 O33819
1RP0 Q38814
1RRE P0A9M0
1RT8 O59945
1RU4 P0C1A7
1RV9 Q9K0A8
1RV9 Q9K0A8
1RWJ Q74BP5
1RWR P12255
1RYB Q9M5P4
1RYL P76483
1RZH P0C0Y9
1S1F Q9FCA6
1S3C P08692
1S5J P26811
1S68 P32277
1S7Z P03775
1SAU O28055
1SBP P02906
1SBX P12755
1SDD Q28107
1SE0 Q24306
1SLU P23827
1SO7 Q9Y3R4
1SP3 Q8E9W8
1SP3 Q8E9W8
1SP3 Q8E9W8
1SP3 Q8E9W8
1SQJ Q8J0D2
1SRQ P47736
1STM Q86993
1STM Q86993
1SX5 P04390
1SZI Q9DBG5
1T07 Q9HU36
1T3Q P72224
1T3Q P72224
1T5J Q58588
1T77 P50851
1T77 P50851
1T9H O34530
1T9I P05725
1THT P05521
1TIB O59952
1TKI Q8WZ42
1TME P13899
1TWF P08518
1TWF P08518
1TZP P0C0T5
1TZZ Q89FH0
1U2Z Q04089
1U3D Q43125
1U4G P14756
1U53 Q7Z1H1
1U6E P9WNG3
1U7L P31412
1U8B P06134
1UA7 P00691
1UA7 P00691
1UI0 Q5SKC5
1UKC Q6ED33
1UMU P0AG11
1UMZ Q8GZD5
1UN8 P45510
1UP8 O81959
1UP8 O81959
1UR4 Q65CX5
1URS Q9RHZ6
1USR P32884
1UU1 Q9X0D0
1UUQ Q6QT42
1UVJ P11124
1UWV P55135
1UX5 P41832
1UX6 P07996
1UX6 P07996
1UYJ Q57398
1UYJ Q57398
1UZ5 O58335
1V0W P84147
1V1P Q9ZFS5
1V25 Q5SKN9
1V25 Q5SKN9
1V2B P18212
1V30 O58558
1V37 Q53WB3
1V4A P30870
1V4A P30870
1V58 P77202
1V5V O58888
1V5V O58888
1V7W Q76IQ9
1V7Z P83772
1V8D Q72L49
1V9N O59028
1V9N O59028
1VA6 P0A6W9
1VEM P36924
1VF7 P52477
1VF8 O35744
1VH4 P77689
1VH4 P77689
1VIO P45124
1VL2 Q9X2A1
1VLJ Q9WZS7
1VLY P0ADE8
1VQQ Q93IC2
1VQQ Q93IC2
1VR3 Q99JT9
1W66 P9WK83
1W6K P48449
1W7C Q96X16
1W8K O61130
1W96 Q00955
1WCV Q72H90
1WDD P0C512
1WDJ Q5SI60
1WHS P08819
1WIW Q5SIM3
1WKV Q9YBL2
1WLE Q9N0F3
1WLE Q9N0F3
1WLG P0A1J1
1WLJ Q96AZ6
1WLS O57797
1WN1 O58691
1WOQ Q7WT42
1WPW P50455
1WQJ P22692
1WSP O70239
1WTH P16009
1WTH P16009
1WTH P16009
1WU2 O59354
1WUI P21852
1WV3 Q8NYF3
1WWC Q16288
1WZ9 P36952
1WZA Q8GPL8
1X82 P83194
1XDN P86927
1XDP P0A7B1
1XF1 P15926
1XG0 Q00433
1XGK Q5AU62
1XKW P42512
1XKZ P18357
1XO1 P06229
1XOV Q8W5Y8
1XS1 P28248
1XWV Q00855
1Y08 Q9F1R7
1Y3T P42106
1Y56 O59088
1YAR P25156
1YB0 A0A6H3
1YBE Q8UIS9
1YBH P17597
1YCC P00044
1YF3 P04392
1YF3 P04392
1YG9 P54958
1YGA P53757
1YI9 P14925
1YI9 P14925
1YI9 P14925
1YP2 P23509
1YQ2 Q8KRF6
1YQ2 Q8KRF6
1YQT Q8U306
1YU0 Q775D6
1YUE P19896
1Z1Y O96555
1Z2Z Q8Q0M2
1Z5H O93655
1ZA0 P9WNZ5
1ZJA Q2PS28
1ZJC A0A0H3
1ZSO Q8IDI8
1ZUP Q9X261
1ZX5 O30200
2A11 P9WH03
2A1K Q7Y265
2A1X O14832
2A65 O67854
2A6H Q8RQE9
2A6H Q8RQE8
2A8J Q9H6P5
2A9S A9CJ26
2AE0 P0A935
2AEE Q9A076
2AR0 P08957
2AXC Q47112
2B0A Q58193
2B1Y A9CIG4
2B4H P12473
2B61 P45131
2BA0 O29758
2BCM P13719
2BII P49050
2BL9 O02604
2BLL P77398
2BPA P03641
2BPA P03641
2BQ4 P94691
2C2Q Q9RWF4
2C2Q Q9RWF4
2CJQ Q96662
2CO3 Q8ZRK4
2CW8 P77933
2CW8 P77933
2D0O O68195
2D42 Q6L5X8
2DDR P11889
2E3H P30622
2E7Z Q71EW5
2ECE Q976Y0
2EIX Q1HA49
2EIY Q5SM19
2EK8 A2V759
2EKD O57988
2FAO Q9I1X7
2FFY P00811
2FJ0 Q9GPG0
2FVK Q9P903
2G8S P75804
2G8Y P30178
2GS5 Q6NEA9
2GUF P06129
2H7C P23141
2HMA Q97T38
2HMH O35718
2HR7 P06213
2I1S Q8PRU3
2I46 Q96AP0
2I7D Q8TCD5
2IDB P0AAB4
2IV2 P07658
2J5W P00450
2J6L P49419
2JE8 Q8AAK6
2JJQ Q9UZR7
2NPI Q08685
2NVA Q84527
2O14 P42304
2OAJ Q12038
