ID_P ID_UNP
2UY1 Q8SWC5
2UYT Q1R415
2V3A Q9HTK9
2V3A Q9HTK9
2V3Z P15034
2V6K O86043
2V72 Q8XMY5
2V8F Q9JJV2
2VC7 Q97VT7
2VCY Q9BV79
2VDF Q9AE79
2VHA A0A0H2
2VLG P16497
2VOS O53174
2VP8 P9WNC9
2VPA Q9RW27
2VPT A3DDK4
2VQ3 Q658P3
2VQG Q8NRS3
2VQP P0DOE7
2VRW P27870
2VSD Q5ZJ90
2VVL P46882
2VX8 P52594
2W25 P96896
2W2D P0DPI1
2W3G P9WGK3
2W3P Q13WK7
2W3Q Q3I4V7
2W3Q Q3I4V7
2W3Q Q3I4V7
2W40 Q8IDI4
2W5F P51584
2W5Y Q03164
2W7Q Q9I0M4
2W9Y Q9TZ51
2WAA B3PIB0
2WAO P10477
2WAX P26196
2WBN P54308
2WCJ P34170
2WCR O25318
2WCR O25318
2WCR O25318
2WDC Q72IT0
2WDC Q72IT0
2WDC Q72IT0
2WDQ P69054
2WDQ P69054
2WDT Q8IKM8
2WEK Q8N4Q0
2WFB Q5DUA6
2WG3 Q96QV1
2WG3 Q96QV1
2WHN Q5SK58
2WIY Q8GPH7
2WIY Q8GPH7
2WJR P69856
2WJR P69856
2WKN A9BPK4
2WLV P04590
2WM3 Q9HBL8
2WNK Q6RUA7
2WTM D2YW37
2WUQ P33652
2WVV Q8A3I4
2WYL P39300
2WZB P00558
2WZO Q3YBR2
2WZV A0R6D0
2X1D P15802
2X47 Q9BQ69
2X5Q Q97WX5
2X64 Q9PE18
2XCJ Q83VS7
2XCM Q9SUR9
2XDW P23687
2XEP Q8KRB7
2XHS P33244
2XOL O30077
2XPI P41889
2XQX A0A0H2
2XRN Q93PU6
2XWT P16473
2XZ9 Q8R7R4
2XZI Q4WQS0
2XZI Q4WQS0
2Y0N Q8N5Y2
2Y1H Q17R31
2Y39 P37975
2Y3N Q6UB36
2Y7S Q9JXV4
2Y8P P0C960
2YC3 P69834
2YEQ P42251
2YF0 Q9Y217
2YF0 Q9Y217
2YFR Q74K42
2YFR Q74K42
2YG2 O95445
2YGK Q97WH1
2YGK Q97WH1
2YGT B8QGZ7
2YGU P35775
2YGW O95822
2YHC P0AC02
2YHC P0AC02
2YHC P0AC02
2YHG Q21PD3
2YI9 P22173
2YI9 P22173
2YI9 P22173
2YIC A0R2B1
2YIC A0R2B1
2YRR Q5SLX0
2YVP Q5SJY9
2YVP Q5SJY9
2YVS Q5SM78
2YVT O67769
2YW3 Q53W90
2YWK P57052
2YYY Q58546
2Z8F A8W790
2Z9I O53896
2ZAY Q1JZD9
2ZC2 Q8DT97
2ZC2 Q8DT97
2ZCX Q9FBX0
2ZDH Q5SHZ3
2ZDI O58263
2ZFD Q8LAS7
2ZFU O43159
2ZHG P0ACS2
2ZHJ P55260
2ZHZ Q2SZ09
2ZIH Q06385
2ZJ8 O73946
2ZO4 Q5SIE5
2ZOG Q9D1A2
2ZUE O59147
2ZUV E8MF13
3A8P Q6ZPF3
3ABD Q9UI95
3ABZ D1GCC6
3ACA Q9UKK9
3ADY Q5ZS45
3AEH O88093
3AEH O88093
3AEK P26164
3AFO Q06892
3AFP P46390
3AG3 P00396
3AG3 P00396
3AG3 P68530
3AJ7 P53051
3AJX Q9LBW4
3AKB Q9F377
3AL9 P70207
3AL9 P70207
3ANR Q13627
3ANW Q5JIT2
3AOG Q72IC1
3AON P43435
3APQ Q9DC23
3AQQ Q9Y2V2
3ARX Q9AMP1
3AT7 Q25C86
3ATS P9WI99
3ATV P0DMV8
3AU4 Q9HD67
3AU8 O96693
3AW5 Q8ZWA8
3AW5 Q8ZWA8
3AWM O24782
3AYR Q9URH5
3B0P Q5SMC7
3B1F Q8DUW0
3B46 P47039
3B59 Q2GAG3
3B5M Q7UTD8
3B6E Q9BYX4
3B9W Q82X47
3BDR Q8DI91
3BFM Q1GJN9
3BLN Q72YY9
3BLX P28241
3BLX P28241
3BMV P26827
3BMX P40406
3BN6 Q95114
3BNK Q8TTU7
3BNY Q9UR08
3BON P0DPI1
3BRK P39669
3BRU Q3J6K8
3BS0 A5W4F4
3BU8 Q15554
3BZC Q9HTY8
3C0U P0AA97
3C24 Q28MS9
3C4B Q8R418
3C6K P52788
3C8D A0A0H2
3CCG Q97JL1
3CER Q8G5J2
3CET Q6M145
3CEU Q8AA18
3CEW A0A380
3CJJ Q15109
3CJN Q5LTF6
3CJY Q2G812
3CK2 A0A0H2
3CKC Q8A1G2
3CKJ Q73WU1
3CM1 Q47N25
3CM3 P07239
3CNB Q47UF8
3CNH Q9RTQ1
3CNW Q81AY6
3CPT Q9JHS3
3CQC Q8WUM0
3CR3 Q9CIV7
3CRV Q4JC68
3CSK Q08225
3CSL Q79AD2
3CSS A4HFB4
3CSS A4HFB4
3CSV Q1GCP1
3CSV Q1GCP1
3CSX A1KYE3
3CT5 P15132
3CT9 Q8A1V9
3CTP A6TKU5
3CTY Q9HJI4
3CTZ Q9NQW7
3CTZ Q9NQW7
3CU3 D0VWT9
3CUK P14920
3CWN P0A870
3CWV Q1CZR7
3CX5 P07257
3CX5 P22289
3CZG Q6UVM5
3CZP Q9HYF1
3D31 Q8TTZ4
3D3A Q8AB22
3D6J Q5LGR4
3D9N Q9UPN6
3DB2 B8FRW3
3DCZ Q9WY88
3DD6 Q81LA9
3DK9 P00390
3DLC Q6LY14
3DNF O67625
3DNS Q97MP0
3DNS Q97MP0
3DNS Q97MP0
3DNZ P00800
3DRZ Q9NXV2
3DTN Q8PTS9
3DUK Q1H3V3
3DUK Q1H3V3
3E10 Q97IT9
3E13 Q0PBW4
3E1E Q5LMG0
3E2D Q93P54
3E8O Q9RSM4
3EAT Q9I1L4
3EB2 Q6N9H8
3EBB Q9Y263
3EDP Q92A11
3EFM Q9X6A5
3EGA Q9HAT8
3EGQ O28458
3EGW P11350
3EH1 O95487
3EJX Q9LFG2
3ELE D0VX02
3EN8 Q13PU4
3EOQ Q5SIV0
3EPO Q9A6Q5
3EPW Q9GPQ4
3EQE O32085
3EQU P08149
3ER9 P23371
3EUL P9WGM5
3EWK Q609M8
3EYP Q8A5P6
3EZX O30641
3EZY Q9WYP5
3F02 Q99574
3F02 Q99574
3F02 Q99574
3F1L P31808
3F1P P27540
3F1T Q9I3C8
3F1X A6KZB9
3F2B Q5L0J3
3F3B P54328
3F3F P53011
3F3F P46673
3F3K P36136
3F44 Q5FLP2
3F47 Q58194
3F4A P42937
3F4A P42937
3F4L P46853
3F67 A6TGL0
3F6T Q5FIG7
3F6V Q0S966
3F6Y P28907
3F7S Q88EB0
3F7W Q47ME9
3F8D Q8X236
3F8K Q97V23
3F8K Q97V23
3F8M A0QQ72
3F8T Q8TWB5
3F9M P35557
3F9T Q60358
3F9T Q60358
3FBL Q70LC7
3FDS P57766
3FFV P0A8U0
3FG8 Q0S7I6
3FGA Q13362
3FGH Q00059
3FHG Q97ZK2
3FHH P72412
3FID Q8ZPT3
3FIQ P08937
3FKA Q5LUH0
3FL2 Q96T88
3FLO P13382
3FM2 Q3M4Y5
3FN9 Q5LJ68
3FN9 Q5LJ68
3FPC P35630
3FRH Q763K9
3FS8 Q6TFC6
3FS8 Q6TFC6
3FSD Q2RRQ9
3FSG Q04D10
3FVZ P14925
3FXQ P94678
3FZX Q5LD59
3G98 O67323
3GB5 Q9DCX8
3GEB O00167
3GFZ A6T8V8
3GKE Q5S3I3
3GL3 Q8KDH8
3GL5 Q93RV7
3GM5 Q8RCQ6
3GMI Q58361
3GO2 Q13PB7
3GQC Q9UBZ9
3GRZ Q04AV7
3GT7 Q2LQE8
3GVO Q80U58
3GWN Q5UP54
3GXH A4Y1H6
3GYK Q5LKL9
3H14 Q5LQA4
3H51 Q8PCA7
3H6J Q9L6G4
3H8T A2I2W2
3H9W A1U4R9
3HBK A6LB94
3HDF P27359
3HF7 A6TCM0
3HG7 A4SIK7
3HH0 Q81H70
3HHF Q9JXW7
3HHP P61889
3HI0 A9CJF9
3HI0 A9CJF9
3HI7 P19801
3HIE P33332
3HIE P33332
3HJ4 C7AJA4
3HKM Q84T68
3HL0 A9CHP3
3HL0 A9CHP3
3HN0 A6LBR3
3HNR Q6HDF0
3HRA Q838Q8
3HRD Q0QLF4
3HRZ Q91132
3HTV P32718
3HVA Q9HUK6
3HWW P17109
3HZH O51614
3I0W Q97FM4
3I4J Q9RZ32
3I5X P15424
3I94 Q55891
3IA1 Q72GM6
3IBS Q8A9A9
3IBW Q8KC80
3IC7 Q8A870
3ICS A0A6L7
3IE5 Q8H1L1
3IEV O67800
3IH6 Q7VVY4
3IHK Q8DVV9
3IKB Q8DTT5
3IKH A6T989
3IL6 Q820T1
3IP3 Q9WYQ6
3ISQ P32754
3ITJ P29509
3JQ1 A6KXE4
3JS8 B5MGF8
3JUW Q7VZN9
3JVN Q5E4K9
3JXP Q88QV5
3K1U Q97IW1
3K2O Q6NYC1
3K2Z O33927
3KBR Q01269
3KEV D1MPT4
3KHN Q729W9
3KRU B0KAH1
3KT7 P40032
3KUV Q1EMV2
3KVN O33407
3KWS A6LIL3
3KXY P26995
3KZQ Q87MW5
3KZV P40579
3KZV P40579
3L0Q Q665C6
3L1L P60063
3L2B Q8XIQ9
3L2H B7J8Z8
3L3S Q5LQZ3
3L46 Q9H8V3
3L4A Q7PGA3
3L4H Q76N89
3L4N Q12438
3L5I P40189
3L5I P40189
3L6D Q88J51
3L8M Q49X04
3L9W P03819
3L9W P03819
3LCV Q7M0R2
3LCV Q7M0R2
3LHB P02208
3LHH Q8EDE1
3LHQ Q7CR15
3LJU O75689
3LLP Q16658
3LM4 Q0S9X1
3LNR Q9I6V6
3LS0 P73048
3LUI Q15036
3LYX Q486I1
3M00 Q40577
3M1A Q82PV2
3M1C P89445
3M5B Q9Y2Y4
3M9Z P27811
3MKV B2T4I1
3MMI P32492
3MMY P78406
3MSW Q5LAR6
3MT0 Q9I2V3
3MTI Q5M2Z6
3MTJ Q3SKI5
3MTK A4XHQ4
3MTW Q9A4Z9
3MVA Q99551
3MVA Q99551
3MVC Q18086
3MVG O04358
3MVS Q99PF4
3MVS Q99PF4
3MXT Q9PIK2
3MYX Q88AY9
3N2O Q7MK24
3N5F Q53389
3N6Y Q9I3B5
3N8B O51076
3N9K P29717
3N9Y P05108
3NDN P9WGB5
3NE5 P38054
3NE8 A0A0H3
3NED D1MPT3
3NEM Q52428
3NET Q8YMC2
3NET Q8YMC2
3NET Q8YMC2
3NFW E5Q9D7
3NJC P42955
3NUQ P53078
3NV0 Q9XVS8
3NVX P21062
3O39 Q8XDZ4
3O6Z P37128
3OCR Q48HR6
3OG9 Q9CJC1
3OGK O04197
3OH3 D3G6S4
3OJG Q5KZU5
3OOP Q926T1
3OQB Q89RD2
3OR1 E2QR96
3OS6 A0A6H3
3OS7 Q97L65
3OSK P16410
3OT2 Q3M655
3OU2 D7PC21
3OW8 Q9GZS3
3OWA A0A6H3
3OXN Q87TP2
3OYZ D4GTL2
3OYZ D4GTL2
3P01 Q8YLP5
3P01 Q8YLP5
3P16 P9WNU1
3P1V A7LS78
3P3D A5DMN1
3P3Y O94856
3P7I Q1R3F7
3PBK A0A0H2
3PC3 Q9VRD9
3PEA A0A6L7
3PFO Q6N7D3
3PIW A8E6E2
3PLU Q6Q546
3PP2 Q6ZUM4
3PPB A3QHM2
3PQV Q6CUC5
3PYA Q38802
3Q2I Q7NQL0
3QDK Q9KBQ3
3QGM O29873
3QIK Q8TCU6
3QOK A6T7R3
3QP4 D3W065
3QRA Q8D0Z7
3QUV B1MDI3
3QWU O67191
3QYY Q8P559
3R44 P9WQ37
3R6H B2HSG1
3R90 Q9ULC4
3RC3 Q8IYB8
3REN A0A0H2
3RHZ B5A7L9
3RIM P9WG25
3RR1 B2UCA8
3RT9 Q9X024
3RWL Q5F4D9
3RWL Q5F4D9
3RWL Q5F4D9
3RX6 P05460
3RYC P63043
3S21 Q8PDX2
3S2E Q46UZ9
3S79 P11511
3S99 Q2YKI6
3SBD P63000
3SBF A5KUH4
3SBU Q5LBG4
3SMZ Q8IY67
3STP A0NP48
3SZY Q92UV8
3T0P C4Z938
3T38 Q8NQC6
3T3L Q16595
3T8R A0A0H3
3TG7 P04133
3TIP Q2G2B2
3TKZ Q06124
3TLP Q86U86
3TM0 P0A3Y5
3TQT Q83BZ9
3TV9 A0A0H2
3TYT Q8R081
3U1W A6LDE6
3U28 P33322
3UAN O35310
3UCJ Q96554
3UFE O31691
3UPV P15705
3US6 B7FGU6
3V8X Q9K0U9
3V9O Q2T1V0
3VA2 Q01344
3VCX Q6NBC6
3VMN Q54443
3VMV D0VP31
3VOQ Q9BPZ7
3VQI W0T4V8
3ZR5 P54818
4A05 G0SD43
4A1F O25916
4A27 Q9HCJ6
4A42 Q8XM24
4A6H P40485
4AE7 Q8N1Q8
4AG6 B0KAW2
4AKR P13022
4B29 A3SNG1
4DOK Q8VZW3
4DPP Q9FVC8
4E4T B1YVV9
4EB5 O29689
4EGE A0PQS3
4EOZ Q13618
4EPP I6L8L8
4ESK Q8BG84
4EW7 A0A0F6
4EXK P0AEX9
4F06 Q2IXT5
4F1P Q15027
4F8X C3VEV9
4FFL Q46E79
4FJ6 A6LG40
4FK1 A0A6L8
4FLN O82261
4FO0 Q9H981
4FYT P15144
4G68 J9PBT4
4GF0 A3STM0
4GQ1 O36030
4GQ2 O43044
4H09 A5Z5V6
4H12 Q9BYW2
